NEWID,REFMO,REFYR,UCC,PUBFLAG,VALUE_,IMPNUM,VALUE
03440224,01,2017,900170,2,,3,116.6667
03440224,01,2017,900170,2,,4,116.6667
03440224,01,2017,900170,2,,5,116.6667
03440224,02,2017,900170,2,,1,116.6667
03440224,02,2017,900170,2,,2,116.6667
03440224,02,2017,900170,2,,3,116.6667
03440224,02,2017,900170,2,,4,116.6667
03440224,02,2017,900170,2,,5,116.6667
03440224,03,2017,900170,2,,1,116.6667
03440224,03,2017,900170,2,,2,116.6667
03440224,03,2017,900170,2,,3,116.6667
03440224,03,2017,900170,2,,4,116.6667
03440224,03,2017,900170,2,,5,116.6667
03440224,01,2017,980000,2,,1,1450.6667
03440224,01,2017,980000,2,,2,1450.6667
03440224,01,2017,980000,2,,3,1450.6667
03440224,01,2017,980000,2,,4,1450.6667
03440224,01,2017,980000,2,,5,1450.6667
03440224,02,2017,980000,2,,1,1450.6667
03440224,02,2017,980000,2,,2,1450.6667
03440224,02,2017,980000,2,,3,1450.6667
03440224,02,2017,980000,2,,4,1450.6667
03440224,02,2017,980000,2,,5,1450.6667
03440224,03,2017,980000,2,,1,1450.6667
03440224,03,2017,980000,2,,2,1450.6667
03440224,03,2017,980000,2,,3,1450.6667
03440224,03,2017,980000,2,,4,1450.6667
03440224,03,2017,980000,2,,5,1450.6667
03440244,01,2017,800940,2,,1,564.75
03440244,01,2017,800940,2,,2,624.8333
03440244,01,2017,800940,2,,3,329.5
03440244,01,2017,800940,2,,4,468.5833
03440244,01,2017,800940,2,,5,725.8333
03440244,02,2017,800940,2,,1,564.75
03440244,02,2017,800940,2,,2,624.8333
03440244,02,2017,800940,2,,3,329.5
03440244,02,2017,800940,2,,4,468.5833
03440244,02,2017,800940,2,,5,725.8333
03440244,03,2017,800940,2,,1,564.75
03440244,03,2017,800940,2,,2,624.8333
03440244,03,2017,800940,2,,3,329.5
03440244,03,2017,800940,2,,4,468.5833
03440244,03,2017,800940,2,,5,725.8333
03440244,01,2017,900000,2,,1,7382.5
03440244,01,2017,900000,2,,2,8166.6667
03440244,01,2017,900000,2,,3,4308
03440244,01,2017,900000,2,,4,6125.0833
03440244,01,2017,900000,2,,5,9487.4167
